Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry, Marine Botany Class	fix2019 Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry, Marine Botany Class	1
O. Leisk, A. V. Duthie	fix2019 O. Leisk, A. V. Duthie	1
Akira F. Peters, César Acleto	fix2019 Akira F. Peters, César Acleto	1
Alex McGowan, Minnie Reed	fix2019 Alex McGowan, Minnie Reed	1
González, Rios	fix2019 González, Rios	1
W. G. Farlow, H. Averill	fix2019 W. G. Farlow, H. Averill	3
D. West, J. Lang, W. Hendricks	fix2019 D. West, J. Lang, W. Hendricks	1
G. F. Papenfuss, Lodge	fix2019 G. F. Papenfuss, Lodge	1
John St. Mary, Cyn Dartez #25, Elaine Brigham #15, Thomas Grohman #16, Enoch Garcia #16, Patrick Kelly #12, Steve Boyce #13, Marsha Black #21, Ted Krum #14, Lani Jacobs #25, Ed Ketterer #17, Gary Powell #22, Sergio C. Muniz, Synthia Hipp #20, Kyle Basinger #18	fix2019 John St. Mary, Cyn Dartez #25, Elaine Brigham #15, Thomas Grohman #16, Enoch Garcia #16, Patrick Kelly #12, Steve Boyce #13, Marsha Black #21, Ted Krum #14, Lani Jacobs #25, Ed Ketterer #17, Gary Powell #22, Sergio C. Muniz, Synthia Hipp #20, Kyle Basinger #18	1
J. M.	fix2019 J. M.	1
L. Craft, L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, W. Hildner, C. Carrera	fix2019 L. Craft, L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, W. Hildner, C. Carrera	1
George McIntyre, Minnie Reed	fix2019 George McIntyre, Minnie Reed	4
M. S. Doty, J. Newhouse, E. Yale Dawson	fix2019 M. S. Doty, J. Newhouse, E. Yale Dawson	2
Hooker, Graville	fix2019 Hooker, Graville	1
Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry and Captain Felix	fix2019 Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry and Captain Felix	2
S. Hao, I. A. Abbott	fix2019 S. Hao, I. A. Abbott	1
Wilkenson, F. S. Collins	fix2019 Wilkenson, F. S. Collins	1
Maxwell S. Doty, Menez	fix2019 Maxwell S. Doty, Menez	2
Sylvia A. Earle, Wallace Jenkins	fix2019 Sylvia A. Earle, Wallace Jenkins	1
G. D. Bornan, A. V. Duthie	fix2019 G. D. Bornan, A. V. Duthie	1
A. Weber Van-Bosse, R.E. Holttum	fix2019 A. Weber Van-Bosse, R.E. Holttum	1
M. E. Ramirez, G. Rojas	fix2019 M. E. Ramirez, G. Rojas	1
Fehlmann, Gouda	fix2019 Fehlmann, Gouda	1
Babb, Tilden	fix2019 Babb, Tilden	1
T. Kildea, D. Turner	fix2019 T. Kildea, D. Turner	1
Naegeli, P. Richter	fix2019 Naegeli, P. Richter	1
G. N. v. Niekerk, A. V. Duthie	fix2019 G. N. v. Niekerk, A. V. Duthie	1
Maxwell S. Doty, G. T. Velasquez	fix2019 Maxwell S. Doty, G. T. Velasquez	2
L. R. Almodovar, F. Pagán, V. M. Rosado, Captain Trabert & crew	fix2019 L. R. Almodovar, F. Pagán, V. M. Rosado, Captain Trabert & crew	2
Wm. R. Taylor, A.J. Bernatowicz	fix2019 Wm. R. Taylor, A.J. Bernatowicz	1
Steve Boyce, Joanna R. Leung, Sharon Gray	fix2019 Steve Boyce, Joanna R. Leung, Sharon Gray	1
Sylvia A. Earle, Jane Mead, Whit Mead, Elizabeth Mead, Richie Mead, Gale Mead	fix2019 Sylvia A. Earle, Jane Mead, Whit Mead, Elizabeth Mead, Richie Mead, Gale Mead	1
Murray, Minnie Reed	fix2019 Murray, Minnie Reed	2
N. Calvin, R. Ellis	fix2019 N. Calvin, R. Ellis	1
C. M. Crosby, Doore	fix2019 C. M. Crosby, Doore	1
Cyn Dartez, Ted Krum, Nina K. Abbot, Enoch Garcia,	fix2019 Cyn Dartez, Ted Krum, Nina K. Abbot, Enoch Garcia,	1
S. Stockmayer, F. Pfeiffer de Wellheim	fix2019 S. Stockmayer, F. Pfeiffer de Wellheim	1
Randolph Taylor and A. J. Bernatowicz, Albert J. Bernatowicz	fix2019 Randolph Taylor and A. J. Bernatowicz, Albert J. Bernatowicz	1
L. R. Almodóvar, F. Pagán, V. M. Rosado, Captain Trabert & Crew	fix2019 L. R. Almodóvar, F. Pagán, V. M. Rosado, Captain Trabert & Crew	1
N. J. Eiseman, D. Liberatore	fix2019 N. J. Eiseman, D. Liberatore	2
Nina K. Abbott, Ross Durland, Cyn Dartez, Thomas Grohman, Enoch Garcia, Ted Krum, Lani Jacobs, Kyle Basinger	fix2019 Nina K. Abbott, Ross Durland, Cyn Dartez, Thomas Grohman, Enoch Garcia, Ted Krum, Lani Jacobs, Kyle Basinger	1
G. E. du Toit, A. V. Duthie	fix2019 G. E. du Toit, A. V. Duthie	1
Ludov Dufour, Dufour	fix2019 Ludov Dufour, Dufour	1
G. F. Atkinson, W. R. Dudley	fix2019 G. F. Atkinson, W. R. Dudley	1
L. Caldesi, herb. Lenormand	fix2019 L. Caldesi, herb. Lenormand	1
Abel Hore, Minnie Reed	fix2019 Abel Hore, Minnie Reed	1
W. North, A. V. Duthie	fix2019 W. North, A. V. Duthie	1
Luis R. Almodovar, F. Pagan, V. m. Rosado, J. Rees, H. Austin and Captain Fredericks	fix2019 Luis R. Almodovar, F. Pagan, V. m. Rosado, J. Rees, H. Austin and Captain Fredericks	1
Gloria Rojas, M. Eliana Ramirez	fix2019 Gloria Rojas, M. Eliana Ramirez	1
Sv. Murbeck and E. Olin, E. Olin	fix2019 Sv. Murbeck and E. Olin, E. Olin	1
Luis R. Almodovar, J. Otaola	fix2019 Luis R. Almodovar, J. Otaola	1
A. J. Bernatowicz, Wm. R. Taylor	fix2019 A. J. Bernatowicz, Wm. R. Taylor	1
R. L. Moe, L. Mullineaux	fix2019 R. L. Moe, L. Mullineaux	2
Patricia [Delendick] Alexandre, Laurence Alexandre, Patrick, Victor Alexandre, Dr. Rosemary [Delendick] Mandella, Dr. William Mandella, & Walter Klingler	fix2019 Patricia [Delendick] Alexandre, Laurence Alexandre, Patrick, Victor Alexandre, Dr. Rosemary [Delendick] Mandella, Dr. William Mandella, & Walter Klingler	1
T. Wajima, T. Kitayama	fix2019 T. Wajima, T. Kitayama	1
Friedel Nelson, Forrest Nelson	fix2019 Friedel Nelson, Forrest Nelson	1
E. Yale Dawson, M. A. Machris	fix2019 E. Yale Dawson, M. A. Machris	1
L. M. Jones, P. J. Philson	fix2019 L. M. Jones, P. J. Philson	2
Luis R. Almodovar, F. Pagan, V. M. Rosado, W. Irizarry, and Captain Felix	fix2019 Luis R. Almodovar, F. Pagan, V. M. Rosado, W. Irizarry, and Captain Felix	1
R. Hooper, S. Murray	fix2019 R. Hooper, S. Murray	2
Gerardo Reichel-Dolmatoff, Jorge Araque M., and Fred A. Barkley	fix2019 Gerardo Reichel-Dolmatoff, Jorge Araque M., and Fred A. Barkley	1
R. W. Cook, N. J. Eiseman	fix2019 R. W. Cook, N. J. Eiseman	1
Liechtenstern, Hauck	fix2019 Liechtenstern, Hauck	1
R. Nielsen, K. Lundshøj, K. Dahl	fix2019 R. Nielsen, K. Lundshøj, K. Dahl	4
F. R. Fosberg, K. Druker	fix2019 F. R. Fosberg, K. Druker	1
Thomas J. Delendick, Barbara Ertter	fix2019 Thomas J. Delendick, Barbara Ertter	1
Dr. L. R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	fix2019 Dr. L. R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	1
T. F. de Vaal, A. V. Duthie	fix2019 T. F. de Vaal, A. V. Duthie	1
M. Hofmeyer, A. V. Duthie	fix2019 M. Hofmeyer, A. V. Duthie	1
N. J. Eisman, M. Mitchell	fix2019 N. J. Eisman, M. Mitchell	1
R. Gibson, R. Roesch	fix2019 R. Gibson, R. Roesch	1
William Trelease, DeAlton Saunders	fix2019 William Trelease, DeAlton Saunders	1
A. V. Duthie, G. C. Nel	fix2019 A. V. Duthie, G. C. Nel	1
Enoch Garcia, Kyle Basinger	fix2019 Enoch Garcia, Kyle Basinger	1
W. Rowe, A. V. Duthie	fix2019 W. Rowe, A. V. Duthie	1
Luis R. Almodovar, J. Otaola, J. Monente	fix2019 Luis R. Almodovar, J. Otaola, J. Monente	1
I. Bray, Minnie Reed	fix2019 I. Bray, Minnie Reed	1
Nina K. Abbott, Cyn Dartez, Lani Jacobs	fix2019 Nina K. Abbott, Cyn Dartez, Lani Jacobs	1
W. J. Woelkerling, J. M. Woelkerling	fix2019 W. J. Woelkerling, J. M. Woelkerling	7
L. R. Almodovar, V. M. Rosado, I. Lopez, J. M. Muñoz, D. Pesante	fix2019 L. R. Almodovar, V. M. Rosado, I. Lopez, J. M. Muñoz, D. Pesante	1
J. E. Watson, H. B. S. Womersley	fix2019 J. E. Watson, H. B. S. Womersley	1
P. B. Rouseau, A. V. Duthie	fix2019 P. B. Rouseau, A. V. Duthie	2
E. Göldner, A. V. Duthie	fix2019 E. Göldner, A. V. Duthie	1
H. E. Steyn, A. V. Duthie	fix2019 H. E. Steyn, A. V. Duthie	1
Francis Drouet, Percy Viosca, Jr.	fix2019 Francis Drouet, Percy Viosca, Jr.	2
H. L. Robinson, H. Schrenk	fix2019 H. L. Robinson, H. Schrenk	1
C. Limbaugh, A. Hambly, T. Chess	fix2019 C. Limbaugh, A. Hambly, T. Chess	1
Cordero, UST Field Botany '77	fix2019 Cordero, UST Field Botany '77	1
C. B. Setchell, W.A.	fix2019 C. B. Setchell, W.A.	1
G. D. Darker, A. C. F. Wallays	fix2019 G. D. Darker, A. C. F. Wallays	1
W. J. Eyerdam, A. A. Beetle, E. Grodona	fix2019 W. J. Eyerdam, A. A. Beetle, E. Grodona	1
Josephine E. Tilden, C. M. Crosby, L. A. Doore, T. T. Earle, L. M. Jones, M. H. Jones, A. Nash, V. K. Nash, P. J. Philson, I. B. Warnock, and V. R. Warnock	fix2019 Josephine E. Tilden, C. M. Crosby, L. A. Doore, T. T. Earle, L. M. Jones, M. H. Jones, A. Nash, V. K. Nash, P. J. Philson, I. B. Warnock, and V. R. Warnock	5
Thomas Greene, Thomas Grohman and Lani Jacobs	fix2019 Thomas Greene, Thomas Grohman and Lani Jacobs	1
W. A. Setchell, Severance Burrage	fix2019 W. A. Setchell, Severance Burrage	1
P. Malherbe, A. V. Duthie	fix2019 P. Malherbe, A. V. Duthie	1
J. R. Suallen, W. C. Steere	fix2019 J. R. Suallen, W. C. Steere	1
M. H. Lown, A. V. Duthie	fix2019 M. H. Lown, A. V. Duthie	1
L. R. Almodovar, V. M. Rosado, J. Gonzalez, Captain Felix, Wilson Irizarry	fix2019 L. R. Almodovar, V. M. Rosado, J. Gonzalez, Captain Felix, Wilson Irizarry	1
H. B. S. Womersley, M. S. Doty	fix2019 H. B. S. Womersley, M. S. Doty	1
R. C. Hooper, M. H. Roberge	fix2019 R. C. Hooper, M. H. Roberge	2
W. H. Hansen, C. Cutress, D. Reish	fix2019 W. H. Hansen, C. Cutress, D. Reish	1
G. Meyers, A. V. Duthie	fix2019 G. Meyers, A. V. Duthie	1
Fen Tseng, I. A. Abbott	fix2019 Fen Tseng, I. A. Abbott	1
R. W. Ricker, P. Butler	fix2019 R. W. Ricker, P. Butler	6
R. Botha, A. V. Duthie	fix2019 R. Botha, A. V. Duthie	2
G. L. Neething, A. V. Duthie	fix2019 G. L. Neething, A. V. Duthie	1
J. E. Lewis, M. Cannon	fix2019 J. E. Lewis, M. Cannon	1
L. R. Almodovar, V. & F. Rivas	fix2019 L. R. Almodovar, V. & F. Rivas	1
G. M. Smith, W. R. Taylor	fix2019 G. M. Smith, W. R. Taylor	1
H. E. Uys, A. V. Duthie	fix2019 H. E. Uys, A. V. Duthie	1
L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, N. Hildner, C. Carrera, & L. Craft	fix2019 L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, N. Hildner, C. Carrera, & L. Craft	1
M. S. Doty, H. B. S. Womersley	fix2019 M. S. Doty, H. B. S. Womersley	1
Zenkova, A. Zinova	fix2019 Zenkova, A. Zinova	1
F. Perrin, A. H. L. Lucas	fix2019 F. Perrin, A. H. L. Lucas	1
H. Wilson, N. J. Eiseman	fix2019 H. Wilson, N. J. Eiseman	1
Piccone, Gibelli	fix2019 Piccone, Gibelli	2
I. K. Lee, J. A. West 1853	fix2019 I. K. Lee, J. A. West 1853	1
Luis R. Almodovar, G. Anderson, V. M. Rosado, jose Liboy, M. Bradley, Milstein & J. J. Irizarry	fix2019 Luis R. Almodovar, G. Anderson, V. M. Rosado, jose Liboy, M. Bradley, Milstein & J. J. Irizarry	1
Eiseman, Melton	fix2019 Eiseman, Melton	1
Manning, Meñez, Jeddi	fix2019 Manning, Meñez, Jeddi	1
J. P. Lochner, A. V. Duthie	fix2019 J. P. Lochner, A. V. Duthie	1
Pease, Butler	fix2019 Pease, Butler	2
C. Swiegers, A. V. Duthie	fix2019 C. Swiegers, A. V. Duthie	1
T. Kityama, C. Watanabe, M. Suzuki	fix2019 T. Kityama, C. Watanabe, M. Suzuki	1
A. Geldenhuys, A. V. Duthie	fix2019 A. Geldenhuys, A. V. Duthie	1
Moller, Daemel	fix2019 Moller, Daemel	1
P. Chamut, J. Markham	fix2019 P. Chamut, J. Markham	1
Al Borza, E. I. Nyarady	fix2019 Al Borza, E. I. Nyarady	1
Wm. Randolph Taylor, A. J. Bernatowicz	fix2019 Wm. Randolph Taylor, A. J. Bernatowicz	84
K. Lundshoj, K. Dahl, R. Nielsen	fix2019 K. Lundshoj, K. Dahl, R. Nielsen	1
E. Du Pisarin, A. V. Duthie	fix2019 E. Du Pisarin, A. V. Duthie	2
M. C. Benz, A. E. Melton	fix2019 M. C. Benz, A. E. Melton	2
C. J. Louw, A. V. Duthie	fix2019 C. J. Louw, A. V. Duthie	2
Wm. Randolph Taylor, Albert J. Bernatowicz	fix2019 Wm. Randolph Taylor, Albert J. Bernatowicz	30
E. T. Moul, R. N. Renlund	fix2019 E. T. Moul, R. N. Renlund	3
E. Cerrate, C. Acleto	fix2019 E. Cerrate, C. Acleto	1
Bosun Henry Murranka, Sylvia A. Earle, Harold J. Humm	fix2019 Bosun Henry Murranka, Sylvia A. Earle, Harold J. Humm	1
Luis R. Almodovar, J. J. Izizarry, V. M. Rosado	fix2019 Luis R. Almodovar, J. J. Izizarry, V. M. Rosado	1
T. B. Widdowson, L. Druehl	fix2019 T. B. Widdowson, L. Druehl	1
R. J. King, S. C. D.	fix2019 R. J. King, S. C. D.	1
L. Whitlock, R. Moon	fix2019 L. Whitlock, R. Moon	1
M. Lomo, A. V. Duthie	fix2019 M. Lomo, A. V. Duthie	1
R. D. Hill, N. Bannister, J. Moir	fix2019 R. D. Hill, N. Bannister, J. Moir	1
F. Hagen, A. V. Duthie	fix2019 F. Hagen, A. V. Duthie	1
Linda Hardison, S. Sundberg, M. Lavin, A. Whittemore	fix2019 Linda Hardison, S. Sundberg, M. Lavin, A. Whittemore	1
H. M. Burkill, Md. Shah	fix2019 H. M. Burkill, Md. Shah	1
L. Whitlock, R. Roesch	fix2019 L. Whitlock, R. Roesch	1
P. M. deVos, A. V. Duthie	fix2019 P. M. deVos, A. V. Duthie	2
Luis R. Almodovar, J. J. Irizarry, V. M. Rosado	fix2019 Luis R. Almodovar, J. J. Irizarry, V. M. Rosado	2
M. A. Machris, E. Yale Dawson	fix2019 M. A. Machris, E. Yale Dawson	1
Janaki, Erlanson	fix2019 Janaki, Erlanson	1
R. Hooper, D. Keats, G. Moskovits	fix2019 R. Hooper, D. Keats, G. Moskovits	1
D. P. Abbott, Isabella A. Abbott	fix2019 D. P. Abbott, Isabella A. Abbott	1
J. Accorinti, M. Toursarkissan	fix2019 J. Accorinti, M. Toursarkissan	2
Arthur K. Nash, Violet K. Nash	fix2019 Arthur K. Nash, Violet K. Nash	1
S. J. Koen, A. V. Duthie	fix2019 S. J. Koen, A. V. Duthie	2
E. Haddad, A. V. Duthie	fix2019 E. Haddad, A. V. Duthie	1
Tilden, Minnie Reed	fix2019 Tilden, Minnie Reed	1
G. T. Kraft, P. Gabrielson	fix2019 G. T. Kraft, P. Gabrielson	1
J.	fix2019 J.	3
E. Perceval Wright, T. C. Dublin	fix2019 E. Perceval Wright, T. C. Dublin	1
M. H. Lowv, A. V. Duthie	fix2019 M. H. Lowv, A. V. Duthie	1
Violet K. Nash, Vesta R. Warnock	fix2019 Violet K. Nash, Vesta R. Warnock	2
Luis R. Almodovar, J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	fix2019 Luis R. Almodovar, J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	2
P. J. Philson, L. M. Jones and L. A. Doore	fix2019 P. J. Philson, L. M. Jones and L. A. Doore	1
Charles W. Anderson, Rick Meyer	fix2019 Charles W. Anderson, Rick Meyer	1
T. Kitayama, C. Watenabe, M. Suzuki	fix2019 T. Kitayama, C. Watenabe, M. Suzuki	1
G. B. Rigg, W. A. Setchell	fix2019 G. B. Rigg, W. A. Setchell	1
C. Limbaugh, T. Chess, A. Hambly	fix2019 C. Limbaugh, T. Chess, A. Hambly	3
V. W. Lindauer, MRs. Riechelmann	fix2019 V. W. Lindauer, MRs. Riechelmann	1
Swarng, Fehlmann	fix2019 Swarng, Fehlmann	1
F. Filarszky, J. B. Kümmerle et I. Györffy	fix2019 F. Filarszky, J. B. Kümmerle et I. Györffy	1
WM. Randolph Taylor, A. J. Bernatowicz	fix2019 WM. Randolph Taylor, A. J. Bernatowicz	1
Messrs. Aylmer, Sinclair Robinson	fix2019 Messrs. Aylmer, Sinclair Robinson	1
L. R.	fix2019 L. R.	37
K. Dahl, K. Lundshøj, R. Nielsen	fix2019 K. Dahl, K. Lundshøj, R. Nielsen	1
D. West, J. Lang, W. Hendrick	fix2019 D. West, J. Lang, W. Hendrick	1
Luis R. Almodovar, F. Pagán, V.M. Rosado, W.Irizarry, Captain Felix	fix2019 Luis R. Almodovar, F. Pagán, V.M. Rosado, W.Irizarry, Captain Felix	1
P. A. Cordero, Jr., UST Field Bot. '77	fix2019 P. A. Cordero, Jr., UST Field Bot. '77	1
Butler, Polly	fix2019 Butler, Polly	1
R. B. Grimm, Manning and family	fix2019 R. B. Grimm, Manning and family	1
E. Wollaston, A. Mitchell	fix2019 E. Wollaston, A. Mitchell	1
Thomas Earle, Josephine E. Tilden	fix2019 Thomas Earle, Josephine E. Tilden	1
Albert J. Bernatowicz, Wm. Randolph Taylor	fix2019 Albert J. Bernatowicz, Wm. Randolph Taylor	2
Ross Durland, Ted Krum	fix2019 Ross Durland, Ted Krum	1
G. E. du Plessis, A. V. Duthie	fix2019 G. E. du Plessis, A. V. Duthie	1
Luis R. Almodovar, F. Pagan, V. M. Rosado, Captain Trabert, & crew	fix2019 Luis R. Almodovar, F. Pagan, V. M. Rosado, Captain Trabert, & crew	1
A. B. Cribb, E. P. Chace	fix2019 A. B. Cribb, E. P. Chace	1
C. M. de Vos, A. V. Duthie	fix2019 C. M. de Vos, A. V. Duthie	1
T. T. McCabe, E. B. McCabe	fix2019 T. T. McCabe, E. B. McCabe	2
J. Zupan, T. C. DeCew, J. A. West etc.	fix2019 J. Zupan, T. C. DeCew, J. A. West etc.	2
E. A. Norse, R/v Searcher Station 24	fix2019 E. A. Norse, R/v Searcher Station 24	1
Lawrence M. and Mildred H. Jones, C. M. Crosby, L. A. Doore, T. T. Earle, J. E. Tilden, A. Nash, V. K. Nash, P. J. Philson, I. B. Warnock, and V. R. Warnock	fix2019 Lawrence M. and Mildred H. Jones, C. M. Crosby, L. A. Doore, T. T. Earle, J. E. Tilden, A. Nash, V. K. Nash, P. J. Philson, I. B. Warnock, and V. R. Warnock	1
M. Eliana Ramirez, G. Rojas	fix2019 M. Eliana Ramirez, G. Rojas	1
A. B. Hervey, F. S. Collins	fix2019 A. B. Hervey, F. S. Collins	2
G. F. Papenfuss, P. Willa	fix2019 G. F. Papenfuss, P. Willa	1
Thomas J. Delendick, Karen Anglin, Betty Moran, Peter O'Connor, Tony Papentoniou	fix2019 Thomas J. Delendick, Karen Anglin, Betty Moran, Peter O'Connor, Tony Papentoniou	1
DeToni, Okamura	fix2019 DeToni, Okamura	1
Luis R. Almodovar, F. Pagan, V. M. Rosado, W. Irizarry, Captain Felix	fix2019 Luis R. Almodovar, F. Pagan, V. M. Rosado, W. Irizarry, Captain Felix	1
Dave Dean, H. H. Haskin, E. T. Moul	fix2019 Dave Dean, H. H. Haskin, E. T. Moul	1
L. M. Cranwell, Young	fix2019 L. M. Cranwell, Young	1
R. Hooper, A. Whittick	fix2019 R. Hooper, A. Whittick	9
C. Lombard, A. V. Duthie	fix2019 C. Lombard, A. V. Duthie	1
Otto William Geist, H. L. Mason	fix2019 Otto William Geist, H. L. Mason	1
R. W. Ricker, C. O'Brien	fix2019 R. W. Ricker, C. O'Brien	1
M.A. Pocock, M. A. Pocock	fix2019 M.A. Pocock, M. A. Pocock	1
Cesar Acleto, Emma Cerrate	fix2019 Cesar Acleto, Emma Cerrate	1
W. A. Setchell, JPan	fix2019 W. A. Setchell, JPan	1
N. J. Eiseman, G. Hayes	fix2019 N. J. Eiseman, G. Hayes	1
W. A., C. B. Setchell	fix2019 W. A., C. B. Setchell	2
M. Ramirez, G. Rojas	fix2019 M. Ramirez, G. Rojas	2
L. R. Almodovar, V. M. Rosado, F. Pagan, J. J. Irizarry, and T. Felix	fix2019 L. R. Almodovar, V. M. Rosado, F. Pagan, J. J. Irizarry, and T. Felix	2
Rick Meyer, David Porterfield	fix2019 Rick Meyer, David Porterfield	1
John H. Hosmer, Jr. & V. Anderson	fix2019 John H. Hosmer, Jr. & V. Anderson	1
H. N. Whitford, W. I. Hutchinson	fix2019 H. N. Whitford, W. I. Hutchinson	2
E. J. Eyerdam, A.A. Beetle, E. Grondona	fix2019 E. J. Eyerdam, A.A. Beetle, E. Grondona	1
Cyn Dartez, Lani Jacobs	fix2019 Cyn Dartez, Lani Jacobs	2
Luis R. Almodovar, Fco. Pagán, B. & C. Cutress	fix2019 Luis R. Almodovar, Fco. Pagán, B. & C. Cutress	1
H. Becker, W. F. Evans	fix2019 H. Becker, W. F. Evans	1
Makoto Yoshizaki, A. M. Nonomura	fix2019 Makoto Yoshizaki, A. M. Nonomura	1
M. H. Roberge, R. G. Hooper	fix2019 M. H. Roberge, R. G. Hooper	4
Luis R. Almodovar, F. Pagan, V. M. Rosado, Captain Trabert	fix2019 Luis R. Almodovar, F. Pagan, V. M. Rosado, Captain Trabert	1
Jorge Arague, Fred A. Barkley	fix2019 Jorge Arague, Fred A. Barkley	4
G. D. Bosman, A. V. Duthie	fix2019 G. D. Bosman, A. V. Duthie	2
A. A. Lawson, W. A. Setchell	fix2019 A. A. Lawson, W. A. Setchell	1
R. Sims, K. Bucher	fix2019 R. Sims, K. Bucher	1
V. M. Rosado, J. J. Irizarry and P. J. Ramos	fix2019 V. M. Rosado, J. J. Irizarry and P. J. Ramos	2
